,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips,parcelid
4543,4.0,1.5,1314.0,40275.0,1958.0,788.14,6059.0,14122618
4544,5.0,4.0,4548.0,2989631.0,1988.0,31651.74,6059.0,13891110
4545,4.0,3.0,2255.0,123376.0,1976.0,1676.97,6037.0,13046564
4546,2.0,1.5,1270.0,342236.0,1972.0,4069.82,6059.0,14044292
4547,4.0,2.0,1404.0,149390.0,1962.0,2247.79,6037.0,13076969
4548,5.0,2.0,2581.0,74465.0,1964.0,854.08,6111.0,17159527
4549,3.0,2.0,1205.0,364081.0,1959.0,4578.78,6059.0,13920530
4550,4.0,2.0,1429.0,62497.0,1954.0,802.98,6037.0,10968727
4551,3.0,3.0,1770.0,362004.0,1948.0,4242.54,6111.0,17159929
4552,4.0,4.0,2725.0,684229.0,2003.0,9385.6,6037.0,11131404
4553,2.0,1.0,1208.0,381923.0,1941.0,4688.93,6037.0,10878486
4554,4.0,3.0,1883.0,665750.0,1973.0,7590.2,6059.0,14051836
4555,3.0,2.0,1134.0,57105.0,1984.0,871.0,6037.0,11250529
4556,4.0,4.0,2645.0,1305386.0,1924.0,15890.44,6037.0,11662055
4557,1.0,1.0,686.0,214093.0,1923.0,3063.75,6037.0,11398574
4558,3.0,2.5,2006.0,821000.0,1989.0,8326.66,6059.0,14412505
4559,1.0,1.0,820.0,255896.0,1927.0,3180.26,6037.0,10839609
4560,3.0,3.5,4057.0,1273707.0,1995.0,14127.08,6059.0,14335132
4561,4.0,3.0,2859.0,811183.0,1991.0,9784.89,6037.0,11963117
4562,3.0,1.0,996.0,115738.0,1955.0,2142.45,6037.0,11287592
4563,3.0,2.5,2552.0,836132.0,1975.0,9049.46,6059.0,14315237
4564,2.0,1.0,864.0,275659.0,1950.0,3585.21,6037.0,12796588
4565,3.0,2.0,2030.0,970976.0,1929.0,10464.74,6059.0,13892442
4566,4.0,2.0,2080.0,181597.0,1978.0,2188.06,6037.0,11227843
4567,4.0,3.0,3946.0,730522.0,2006.0,8936.98,6037.0,11078041
4568,3.0,1.0,1200.0,123000.0,1982.0,1535.98,6037.0,11249118
4569,3.0,2.0,1812.0,375605.0,1957.0,4723.13,6037.0,10769354
4570,2.0,1.0,1093.0,522000.0,1921.0,6248.41,6037.0,12543233
4571,4.0,2.5,2473.0,394554.0,1992.0,4771.52,6059.0,14484443
4572,4.0,2.0,1495.0,76239.0,1952.0,1230.88,6037.0,12471133
4573,2.0,1.0,864.0,394000.0,1965.0,4210.12,6111.0,17274552
4574,4.0,4.0,3355.0,991453.0,1955.0,11348.02,6037.0,12154043
4575,3.0,1.0,1180.0,183499.0,1954.0,2456.77,6037.0,12927276
4576,4.0,2.5,2533.0,304448.0,1983.0,3372.04,6111.0,17196987
4577,3.0,2.0,1452.0,204400.0,1987.0,3464.24,6037.0,11200042
4578,3.0,2.0,1080.0,144781.0,1957.0,2124.87,6037.0,12761891
4579,2.0,1.0,850.0,175333.0,1950.0,2205.89,6037.0,10998850
4580,2.0,1.0,1316.0,27911.0,1911.0,425.97,6037.0,11720724
4581,3.0,2.0,1608.0,178835.0,1970.0,2073.14,6111.0,17154359
4582,3.0,2.0,1120.0,292225.0,1967.0,4010.65,6037.0,11104007
4583,3.0,2.0,1520.0,212725.0,1979.0,2597.84,6037.0,11047338
4584,3.0,2.5,1749.0,53463.0,1966.0,592.98,6059.0,14309339
4585,4.0,3.5,3101.0,1375007.0,2006.0,15417.38,6059.0,13925655
4586,3.0,3.0,1310.0,319000.0,,4356.74,6037.0,12258767
4587,2.0,2.0,946.0,146200.0,1948.0,1961.26,6037.0,12627751
4588,3.0,1.0,1270.0,430820.0,1941.0,6409.62,6037.0,13001773
4589,3.0,1.0,1390.0,414712.0,1954.0,6182.36,6037.0,13000803
4590,3.0,3.5,3113.0,870258.0,1976.0,9796.02,6059.0,14336969
4591,3.0,3.0,1941.0,466187.0,1941.0,5658.5,6037.0,12867237
4592,4.0,3.0,2566.0,950000.0,1998.0,9632.04,6059.0,14395973
4593,5.0,5.0,4319.0,2500968.0,1964.0,30269.15,6037.0,11691307
4594,4.0,3.0,2451.0,279886.0,1967.0,3524.45,6037.0,11007322
4595,4.0,4.0,3359.0,559002.0,1959.0,6895.67,6037.0,10795957
4596,2.0,2.0,1561.0,252202.0,1985.0,2738.8,6111.0,17190774
4597,3.0,1.0,1675.0,298738.0,1951.0,3742.46,6037.0,12513167
4598,4.0,2.5,2214.0,651350.0,1966.0,7005.0,6059.0,14242577
4599,3.0,2.0,2235.0,505253.0,1962.0,5168.1,6059.0,14243201
4600,3.0,2.0,1281.0,298246.0,1952.0,3612.59,6037.0,10838826
4601,3.0,3.0,2868.0,436001.0,1938.0,4858.76,6037.0,10936883
4602,2.0,1.0,861.0,391000.0,1942.0,4682.73,6037.0,12456610
4603,4.0,4.0,2174.0,1324906.0,1919.0,15989.24,6037.0,11993525
4604,2.0,1.0,840.0,220000.0,1926.0,2774.45,6037.0,12235797
4605,3.0,3.0,1890.0,954935.0,1977.0,10612.12,6059.0,14081470
4606,3.0,2.0,1366.0,259990.0,1954.0,3581.58,6037.0,12812083
4607,3.0,3.0,1999.0,474777.0,1986.0,5900.89,6037.0,13069224
4608,3.0,2.5,1381.0,318217.0,1996.0,4712.34,6059.0,14495350
4609,3.0,2.0,1286.0,135979.0,1950.0,1678.7,6059.0,13885646
4610,2.0,1.0,1096.0,310659.0,1962.0,4035.19,6037.0,12622409
4611,3.0,1.0,1035.0,47796.0,1950.0,1077.32,6037.0,11854103
4612,3.0,2.0,2166.0,247858.0,1969.0,3245.81,6037.0,12145989
4613,4.0,2.5,2318.0,386845.0,1976.0,4095.14,6111.0,17286048
4614,3.0,2.0,1576.0,223595.0,1960.0,2918.86,6037.0,12902025
4615,3.0,2.5,2032.0,370023.0,1993.0,5741.72,6059.0,14502242
4616,2.0,1.0,1103.0,137886.0,1905.0,1807.11,6037.0,11763280
4617,3.0,2.0,2266.0,280000.0,2004.0,4191.57,6037.0,11306782
4618,3.0,2.0,1262.0,96325.0,1972.0,2256.62,6059.0,14428020
4619,6.0,2.0,1943.0,95200.0,1928.0,1281.42,6037.0,11394195
4620,1.0,1.0,612.0,474203.0,1912.0,6138.39,6037.0,12665954
4621,4.0,3.0,2108.0,552291.0,1956.0,6945.66,6037.0,12692089
4622,4.0,2.0,2496.0,688306.0,1953.0,8294.96,6037.0,11464588
4623,2.0,2.0,926.0,360752.0,1927.0,4387.65,6037.0,11968108
4624,4.0,2.0,1705.0,543000.0,1966.0,6247.12,6059.0,14185370
4625,3.0,2.5,1548.0,538590.0,2001.0,7607.06,6059.0,14463802
4626,4.0,1.5,1479.0,63565.0,1960.0,1274.58,6059.0,13999346
4627,3.0,2.0,1537.0,117849.0,1956.0,2110.13,6037.0,11297021
4628,5.0,3.0,2729.0,556217.0,2001.0,6511.9,6111.0,17204313
4629,2.0,2.0,1380.0,462000.0,1939.0,6944.04,6037.0,13003260
4630,6.0,4.0,2834.0,1177495.0,1997.0,13976.0,6059.0,14348369
4631,3.0,2.5,1637.0,216386.0,1972.0,2864.44,6059.0,13951131
4632,2.0,2.0,1276.0,584038.0,1949.0,6976.53,6037.0,12166760
4633,3.0,1.0,981.0,65187.0,1947.0,918.53,6037.0,11456141
4634,4.0,3.0,2245.0,352426.0,1994.0,3447.38,6059.0,14385473
4635,3.0,2.0,1372.0,81141.0,1948.0,120.84,6037.0,10952453
4636,3.0,3.0,1861.0,135401.0,1958.0,1757.42,6037.0,11556601
4637,3.0,2.0,1490.0,378790.0,1956.0,4465.92,6059.0,14151161
4638,3.0,1.0,1594.0,499000.0,1947.0,6053.09,6037.0,12513934
4639,3.0,2.0,1983.0,440100.0,1965.0,5486.24,6037.0,11055316
4640,3.0,2.0,1407.0,515949.0,1948.0,6506.95,6037.0,11847015
4641,3.0,2.0,1116.0,304585.0,1949.0,3946.22,6037.0,12720869
4642,4.0,2.0,1556.0,212000.0,1992.0,3429.97,6037.0,11276632
4643,5.0,3.0,2800.0,375637.0,1998.0,5504.29,6037.0,11176446
4644,3.0,2.5,1381.0,374484.0,1996.0,5473.46,6059.0,14495399
4645,3.0,2.5,1471.0,401000.0,1974.0,4251.3,6111.0,17134751
4646,4.0,2.0,1590.0,452548.0,1959.0,6809.23,6037.0,11074179
4647,5.0,3.0,1804.0,114302.0,1956.0,1544.24,6037.0,11262693
4648,3.0,1.0,1269.0,490678.0,1951.0,5943.88,6037.0,12514646
4649,3.0,2.0,1647.0,1164975.0,1950.0,14099.12,6037.0,12025147
4650,3.0,2.0,1701.0,702553.0,1955.0,7995.68,6059.0,14332484
4651,2.0,1.5,1012.0,310656.0,1979.0,3330.02,6111.0,17265513
4652,5.0,3.0,2441.0,645000.0,1961.0,7643.88,6037.0,12902881
4653,2.0,1.0,804.0,286063.0,1944.0,3556.53,6037.0,10924004
4654,4.0,2.0,1554.0,72413.0,1961.0,784.28,6111.0,17127348
4655,3.0,2.0,1080.0,152232.0,1961.0,2113.39,6037.0,12841877
4656,3.0,2.0,2372.0,645000.0,1942.0,7767.31,6037.0,12462429
4657,4.0,2.0,1170.0,58557.0,1954.0,744.92,6037.0,10966493
4658,2.0,1.5,1278.0,309552.0,1971.0,3947.46,6059.0,14405135
4659,5.0,4.0,4828.0,3401087.0,1988.0,38608.82,6037.0,12102139
4660,5.0,3.0,2754.0,487774.0,2000.0,5602.9,6111.0,162960814
4661,5.0,3.0,2677.0,1092342.0,1929.0,14515.07,6037.0,11912538
4662,6.0,5.0,4917.0,289911.0,1956.0,3589.88,6037.0,12175292
4663,4.0,2.5,1633.0,734025.0,1969.0,8051.26,6059.0,14294900
4664,3.0,2.0,1778.0,1098175.0,1965.0,11969.42,6059.0,14404945
4665,3.0,2.0,1625.0,341207.0,1984.0,3901.78,6111.0,17279677
4666,2.0,2.0,1116.0,133903.0,1976.0,1655.7,6059.0,14216248
4667,3.0,1.0,935.0,642308.0,1953.0,7663.06,6037.0,11537457
4668,4.0,4.0,2966.0,1326297.0,1979.0,14967.04,6037.0,12707682
4669,2.0,1.0,1196.0,343072.0,1949.0,4219.31,6037.0,11031687
4670,3.0,2.0,1491.0,145600.0,1995.0,2563.35,6037.0,11305773
4671,4.0,2.0,1925.0,86730.0,1965.0,1211.12,6037.0,11007213
4672,3.0,2.5,1799.0,78282.0,1974.0,1188.98,6059.0,14100506
4673,3.0,2.0,1627.0,51309.0,1938.0,948.64,6037.0,11395455
4674,3.0,2.5,1641.0,359399.0,1979.0,4256.58,6059.0,14065654
4675,3.0,3.0,2865.0,679744.0,1979.0,7454.7,6111.0,17285506
4676,4.0,3.0,2100.0,415682.0,1985.0,5317.2,6037.0,11349906
4677,3.0,3.0,1642.0,183212.0,1922.0,2294.78,6037.0,11764130
4678,7.0,6.5,5904.0,3500000.0,1973.0,37008.36,6059.0,14296401
4679,4.0,2.5,2264.0,689675.0,1985.0,8256.5,6059.0,14199562
4680,3.0,2.0,1735.0,374006.0,1959.0,4600.66,6059.0,13927700
4681,3.0,2.0,1300.0,387767.0,1966.0,4489.1,6059.0,14048136
4682,3.0,1.5,1110.0,327127.0,1959.0,4378.52,6059.0,13999032
4683,3.0,1.5,1131.0,49412.0,1954.0,965.22,6059.0,13935237
4684,4.0,3.0,2835.0,451500.0,1991.0,6334.4,6037.0,11183554
4685,5.0,5.0,4468.0,647000.0,1928.0,7275.01,6037.0,12072615
4686,3.0,2.0,1237.0,426412.0,1959.0,5248.14,6059.0,13946277
4687,3.0,2.0,1325.0,417685.0,1971.0,4322.46,6059.0,14382027
4688,3.0,2.0,1324.0,206051.0,1943.0,2912.79,6037.0,11435174
4689,3.0,1.0,1040.0,400008.0,1964.0,4742.38,6111.0,17250824
4690,2.0,1.5,1088.0,246213.0,1965.0,3006.92,6059.0,14168523
4691,3.0,3.0,1869.0,762993.0,1990.0,7739.66,6059.0,14413569
4692,2.0,1.0,1146.0,430269.0,1944.0,5252.9,6037.0,11461253
4693,3.0,2.0,1116.0,419390.0,1952.0,5126.79,6037.0,10818663
4694,5.0,3.0,2712.0,2285009.0,1939.0,26647.05,6037.0,11585379
4695,4.0,2.0,1150.0,73222.0,1955.0,998.67,6037.0,11020377
4696,5.0,5.0,4181.0,1981718.0,1973.0,24094.52,6037.0,11654668
4697,2.0,1.0,882.0,645000.0,1956.0,6476.34,6059.0,13899643
4698,4.0,3.0,2336.0,756361.0,1969.0,8676.42,6111.0,17293342
4699,3.0,2.0,1542.0,551280.0,1964.0,6043.14,6059.0,14233658
4700,3.0,2.0,1642.0,189007.0,1962.0,2637.08,6037.0,12774329
4701,2.0,1.0,952.0,190198.0,1926.0,2375.39,6037.0,11977779
4702,4.0,3.0,2424.0,798494.0,1977.0,8719.52,6059.0,14229409
4703,3.0,2.0,1287.0,128987.0,1988.0,2394.16,6037.0,11206723
4704,5.0,4.0,3276.0,1651680.0,1996.0,18242.62,6059.0,13975600
4705,2.0,2.0,1480.0,327671.0,1964.0,4095.46,6037.0,10829454
4706,4.0,2.0,1950.0,359034.0,1952.0,4580.96,6037.0,11435705
4707,3.0,2.0,1305.0,71617.0,1955.0,1083.72,6037.0,12945188
4708,3.0,2.0,2423.0,187803.0,1941.0,2470.02,6037.0,11643770
4709,4.0,2.0,1956.0,247198.0,1987.0,3735.44,6037.0,11260573
4710,4.0,1.0,1952.0,102500.0,1924.0,1734.85,6037.0,12390254
4711,5.0,3.0,2409.0,116643.0,1992.0,1534.04,6059.0,14141712
4712,4.0,4.0,2729.0,804966.0,1929.0,9877.35,6037.0,11641571
4713,3.0,3.0,3146.0,1222854.0,1994.0,15300.32,6037.0,11673099
4714,2.0,2.0,1174.0,260986.0,1948.0,3102.01,6037.0,11450173
4715,2.0,2.5,1414.0,326192.0,1979.0,3443.78,6059.0,14372063
4716,2.0,1.0,926.0,201719.0,1923.0,2653.85,6037.0,12239138
4717,2.0,2.0,1546.0,293708.0,1956.0,4063.5,6037.0,12243312
4718,4.0,2.5,2181.0,644000.0,2006.0,6917.94,6111.0,17188590
4719,4.0,4.0,2300.0,699798.0,1999.0,8202.41,6037.0,12121077
4720,3.0,2.0,1682.0,1242640.0,1949.0,14961.03,6037.0,11460805
4721,2.0,1.0,783.0,132983.0,1949.0,1754.57,6037.0,10850649
4722,3.0,3.0,2381.0,243506.0,2004.0,3849.89,6037.0,11306209
4723,3.0,2.0,1122.0,216449.0,1914.0,3182.63,6037.0,12185448
4724,3.0,1.0,1238.0,233291.0,1951.0,3273.89,6037.0,12770589
4725,4.0,2.0,1617.0,659574.0,1963.0,7762.21,6037.0,12709957
4726,3.0,1.0,1285.0,765000.0,1948.0,9305.63,6037.0,11461483
4727,2.0,1.0,1021.0,361720.0,1928.0,4393.8,6059.0,13881306
4728,3.0,2.0,1410.0,306867.0,1950.0,3797.75,6037.0,10920903
4729,3.0,2.0,1436.0,691000.0,1932.0,7619.57,6037.0,12177220
4730,2.0,1.0,819.0,406100.0,1949.0,4669.62,6059.0,13871661
4731,4.0,2.0,1816.0,124217.0,1962.0,2077.88,6037.0,12711071
4732,3.0,1.0,980.0,390086.0,1944.0,4771.47,6037.0,12245974
4733,3.0,2.0,1776.0,450000.0,1961.0,5364.08,6111.0,17159715
4734,3.0,2.0,1844.0,466225.0,1967.0,5846.35,6037.0,10993689
4735,3.0,2.0,1544.0,607500.0,1957.0,7431.88,6037.0,11063600
4736,3.0,2.0,1225.0,170217.0,1963.0,2289.94,6059.0,14098362
4737,2.0,1.0,840.0,409036.0,1924.0,4573.06,6059.0,13885831
4738,3.0,1.0,930.0,109222.0,1954.0,2081.05,6037.0,11208255
4739,3.0,2.0,1600.0,73075.0,1962.0,1363.96,6037.0,12866266
4740,4.0,3.0,2464.0,581446.0,2003.0,6627.7,6037.0,11497655
4741,2.0,2.0,1018.0,396137.0,1926.0,5065.52,6037.0,11519700
4742,3.0,2.0,1689.0,115669.0,1976.0,1896.5,6111.0,17297322
4743,3.0,3.0,2523.0,297467.0,2005.0,4490.06,6037.0,11307312
4744,3.0,3.0,2448.0,660000.0,2007.0,7171.38,6111.0,17092462
4745,3.0,1.0,1400.0,526080.0,1927.0,6330.65,6037.0,12166629
4746,4.0,3.0,2415.0,352000.0,1991.0,7541.34,6037.0,11182691
4747,3.0,2.5,2032.0,645000.0,1993.0,9346.62,6059.0,14502156
4748,2.0,1.0,997.0,51730.0,1925.0,2834.71,6037.0,12095970
4749,3.0,2.0,1394.0,262053.0,1943.0,3298.51,6037.0,12457360
4750,4.0,3.0,2154.0,333114.0,1976.0,3606.66,6111.0,17285885
4751,4.0,5.0,4217.0,1951692.0,1941.0,23739.12,6037.0,10866353
4752,4.0,5.0,4366.0,1609668.0,2005.0,21431.92,6037.0,10755946
4753,3.0,3.0,2098.0,207105.0,1994.0,3403.86,6037.0,11182901
4754,3.0,2.0,1672.0,840000.0,1978.0,8539.3,6059.0,14344457
4755,2.0,1.0,741.0,21470.0,1953.0,973.86,6037.0,12264906
4756,3.0,2.0,1688.0,735931.0,1978.0,7565.2,6059.0,14344126
4757,2.0,2.0,1700.0,211132.0,1942.0,3127.56,6037.0,11137466
4758,3.0,2.0,1548.0,855597.0,1968.0,9327.24,6059.0,14294829
4759,2.0,2.0,1204.0,576492.0,1947.0,6730.18,6037.0,12130504
4760,3.0,1.0,804.0,35036.0,1927.0,536.13,6037.0,11953922
4761,2.0,2.0,1108.0,72403.0,1974.0,745.74,6111.0,17140294
4762,3.0,2.0,1089.0,518089.0,1953.0,6206.83,6037.0,11922608
4763,4.0,2.0,1480.0,342402.0,1972.0,4273.98,6059.0,14172449
4764,3.0,2.0,1463.0,279194.0,1983.0,3895.94,6037.0,13091407
4765,3.0,1.5,1240.0,440101.0,1966.0,5096.74,6059.0,14075160
4766,3.0,2.0,1640.0,449252.0,1957.0,5201.32,6059.0,13961463
4767,2.0,2.0,1989.0,206668.0,1973.0,2442.86,6059.0,14296596
4768,3.0,2.0,1236.0,254648.0,1950.0,3237.86,6037.0,10834258
4769,4.0,2.0,1660.0,86798.0,1953.0,1208.53,6037.0,12496984
4770,4.0,3.0,2484.0,587254.0,1989.0,7147.16,6037.0,13068747
4771,2.0,2.0,1189.0,405863.0,1989.0,3957.92,6059.0,14500928
4772,5.0,3.0,2968.0,779712.0,1970.0,8911.16,6059.0,14110670
4773,4.0,2.5,2921.0,930304.0,2007.0,14029.02,6059.0,14290637
4774,3.0,2.0,1460.0,169373.0,1989.0,2873.31,6037.0,11283107
4775,3.0,1.0,1072.0,543939.0,1912.0,6622.01,6037.0,11938648
4776,3.0,2.0,1602.0,865000.0,1973.0,8701.06,6059.0,14420499
4777,3.0,3.0,2154.0,396208.0,1960.0,4904.5,6037.0,10734872
4778,3.0,2.0,1292.0,509000.0,1978.0,5494.14,6111.0,17141951
4779,3.0,3.0,2126.0,507927.0,2001.0,6215.89,6037.0,10790095
4780,3.0,3.0,2039.0,345710.0,1980.0,4106.8,6059.0,14183774
4781,4.0,4.0,2912.0,863392.0,1999.0,9477.41,6037.0,12047357
4782,4.0,2.5,2722.0,112555.0,1970.0,1464.68,6059.0,13978397
4783,2.0,1.0,938.0,277577.0,1936.0,3465.4,6037.0,11805281
4784,4.0,2.5,1866.0,339675.0,2001.0,5252.84,6059.0,14157136
4785,4.0,3.5,4383.0,3179241.0,2001.0,33209.42,6059.0,14400920
4786,4.0,2.0,1723.0,582147.0,1963.0,6604.32,6059.0,14074186
4787,3.0,2.0,1840.0,884197.0,1961.0,10807.63,6037.0,12028198
4788,5.0,5.0,3322.0,1500000.0,1963.0,18320.78,6037.0,10865881
4789,4.0,2.0,1222.0,192672.0,1955.0,454.71,6037.0,13041966
4790,3.0,2.0,1278.0,98601.0,1950.0,1328.33,6037.0,12495222
4791,4.0,3.0,3151.0,1261378.0,1977.0,13380.54,6059.0,14212691
4792,3.0,2.0,1469.0,290756.0,1953.0,3532.18,6037.0,11051773
4793,4.0,3.0,2925.0,1243079.0,2003.0,14337.39,6037.0,12128674
4794,4.0,4.5,4018.0,1888675.0,2015.0,19805.8,6059.0,14434188
4795,3.0,3.0,3264.0,915327.0,1957.0,11179.87,6037.0,10865823
4796,4.0,2.0,2115.0,515746.0,1959.0,6460.14,6037.0,10758902
4797,4.0,3.0,1888.0,392701.0,1954.0,4767.08,6059.0,13991642
4798,3.0,3.0,3211.0,1096470.0,1990.0,11605.28,6059.0,14214367
4799,4.0,3.0,2248.0,82006.0,1969.0,1443.22,6059.0,14173915
4800,4.0,3.0,2707.0,872963.0,1963.0,10746.22,6037.0,10814141
4801,2.0,2.0,1326.0,63289.0,1953.0,879.98,6037.0,11815087
4802,4.0,3.0,1644.0,540921.0,1978.0,5520.12,6059.0,14504629
4803,3.0,2.0,1812.0,106821.0,1951.0,1226.21,6037.0,10947860
4804,5.0,3.0,2499.0,377349.0,1953.0,4664.31,6037.0,11536920
4805,4.0,3.0,1595.0,472430.0,1973.0,5410.38,6059.0,14051656
4806,4.0,2.0,1527.0,349915.0,1969.0,4077.2,6059.0,14044153
4807,3.0,1.0,1122.0,117727.0,1951.0,2249.71,6037.0,12265750
4808,5.0,3.0,2909.0,857603.0,1964.0,10502.74,6037.0,10734282
4809,4.0,3.5,3676.0,1035886.0,1981.0,10621.14,6059.0,14389612
4810,3.0,2.0,1306.0,64331.0,1957.0,1064.38,6059.0,13993250
4811,3.0,2.0,1068.0,230855.0,1956.0,3124.98,6037.0,12808056
4812,5.0,3.0,3490.0,1030356.0,1977.0,10813.44,6059.0,14435089
4813,2.0,2.0,1067.0,178850.0,1954.0,2610.22,6059.0,13991542
4814,3.0,2.5,2070.0,790578.0,1986.0,8018.8,6059.0,14407215
4815,2.0,1.0,1297.0,1190486.0,1963.0,12972.9,6059.0,14316919
4816,4.0,3.0,1975.0,563000.0,1966.0,6897.95,6037.0,11079598
4817,3.0,2.0,1372.0,227322.0,1962.0,2913.83,6037.0,10717177
4818,3.0,2.0,1219.0,349712.0,1957.0,3806.82,6111.0,17132776
4819,4.0,2.0,1243.0,61264.0,1953.0,992.96,6059.0,14007858
4820,4.0,2.0,2238.0,210406.0,1973.0,2418.72,6059.0,14315072
4821,4.0,3.0,2838.0,366489.0,1978.0,4691.41,6037.0,11079317
4822,2.0,1.5,1200.0,459000.0,1966.0,5225.18,6059.0,14075184
4823,3.0,2.0,1381.0,496000.0,1976.0,5977.08,6037.0,12910644
4824,3.0,2.5,2817.0,1261876.0,1990.0,14140.94,6059.0,14426802
4825,2.0,1.0,896.0,604073.0,1926.0,7541.24,6037.0,11402922
4826,2.0,2.0,1084.0,230229.0,1948.0,2846.46,6037.0,11032410
4827,4.0,3.0,2250.0,381856.0,1988.0,4769.53,6037.0,11953960
4828,3.0,2.0,1090.0,799607.0,1923.0,9577.09,6037.0,11541521
4829,4.0,2.5,1886.0,741641.0,1973.0,7552.26,6059.0,14302760
4830,3.0,2.0,1000.0,185678.0,1977.0,2788.91,6037.0,12215532
4831,3.0,2.0,1311.0,79965.0,1959.0,1285.43,6037.0,12739900
4832,3.0,1.0,1136.0,380718.0,1955.0,4834.54,6037.0,12725100
4833,3.0,1.0,1210.0,380733.0,1952.0,4739.05,6037.0,12472338
4834,3.0,2.0,1588.0,1421350.0,1927.0,16697.86,6037.0,11586886
4835,3.0,2.0,1060.0,69948.0,1959.0,1156.62,6037.0,12739078
4836,2.0,2.0,1407.0,471166.0,1940.0,5814.55,6037.0,11724419
4837,3.0,2.0,1120.0,80030.0,1957.0,1539.9,6059.0,13979074
4838,6.0,6.0,5451.0,1575588.0,1989.0,18922.41,6037.0,12687031
4839,2.0,2.5,2056.0,530358.0,1981.0,5985.54,6111.0,17172784
4840,3.0,2.0,1820.0,403088.0,1954.0,4712.82,6059.0,13916910
4841,2.0,2.0,1178.0,182745.0,1983.0,3041.5,6037.0,11234028
4842,4.0,2.0,1394.0,86731.0,1960.0,6978.76,6037.0,12248960
4843,3.0,2.0,1596.0,107501.0,1962.0,1469.32,6059.0,14129451
4844,4.0,2.0,1564.0,66842.0,1967.0,1405.15,6037.0,12619470
4845,2.0,1.0,1111.0,216449.0,1923.0,3947.65,6037.0,12275368
4846,3.0,2.0,1855.0,354568.0,1985.0,4610.95,6037.0,11011068
4847,3.0,1.5,1363.0,351109.0,1973.0,3902.04,6059.0,14210228
4848,2.0,1.0,887.0,59858.0,1952.0,1096.63,6037.0,12430387
4849,4.0,4.5,4238.0,1313390.0,2003.0,14561.46,6059.0,13859695
4850,3.0,1.0,1610.0,543158.0,1955.0,6223.28,6059.0,13906699
4851,5.0,2.5,2536.0,354581.0,1975.0,3936.38,6059.0,14205663
4852,2.0,2.0,1194.0,431481.0,1980.0,4805.02,6059.0,14226818
4853,2.0,1.0,795.0,185684.0,1949.0,3686.84,6037.0,12263337
4854,2.0,3.0,1972.0,131256.0,1959.0,1777.05,6037.0,10933841
4855,5.0,2.0,2027.0,700000.0,1960.0,7871.34,6059.0,14039892
4856,3.0,2.0,1333.0,259014.0,1956.0,3243.96,6059.0,13996901
4857,4.0,5.0,4167.0,5695440.0,1926.0,66216.8,6037.0,11639145
4858,4.0,3.0,2114.0,555715.0,1942.0,6614.37,6037.0,12163349
4859,4.0,4.0,3314.0,996316.0,1994.0,11111.14,6059.0,13858229
4860,3.0,2.0,1741.0,377425.0,1964.0,4272.54,6059.0,14060842
4861,3.0,2.0,1586.0,472963.0,1972.0,4735.44,6059.0,13983105
4862,2.0,2.0,1560.0,98507.0,1956.0,1536.99,6037.0,10973829
4863,4.0,3.0,1932.0,582528.0,1966.0,6710.82,6059.0,13967612
4864,4.0,2.0,1782.0,333484.0,1981.0,4516.01,6037.0,11146526
4865,2.0,1.0,881.0,400000.0,1928.0,4858.25,6037.0,12497803
4866,3.0,2.0,2080.0,125216.0,1953.0,1366.42,6111.0,17082282
4867,2.0,1.0,1077.0,355498.0,1951.0,4567.16,6037.0,12593855
4868,2.0,2.0,1560.0,123549.0,1948.0,1548.12,6037.0,10905002
4869,4.0,3.0,1472.0,305838.0,1954.0,3693.69,6037.0,12819463
4870,4.0,3.0,1978.0,169765.0,1990.0,3132.69,6037.0,11235809
4871,3.0,2.0,1515.0,3432778.0,1960.0,35561.86,6059.0,14531044
4872,3.0,2.0,1751.0,249248.0,2013.0,5254.54,6059.0,14459925
4873,3.0,2.0,1865.0,79479.0,1938.0,1241.78,6037.0,12117935
4874,3.0,1.0,1029.0,109037.0,1956.0,2000.06,6037.0,11261805
4875,2.0,2.0,1263.0,210012.0,1954.0,2560.19,6037.0,10829511
4876,3.0,2.0,2366.0,1149000.0,1928.0,12508.5,6037.0,12069637
4877,2.0,2.0,1107.0,3536800.0,1955.0,40800.73,6037.0,11678484
4878,3.0,2.5,1613.0,558387.0,2003.0,9168.9,6059.0,14456844
4879,4.0,2.0,1590.0,63565.0,1964.0,1053.36,6059.0,14263644
4880,3.0,2.5,1525.0,535721.0,2003.0,8749.04,6059.0,14456885
4881,3.0,2.0,1071.0,433511.0,1960.0,5184.62,6059.0,14260873
4882,4.0,2.0,1818.0,378680.0,1932.0,4652.62,6037.0,11391121
4883,5.0,4.5,3193.0,1010173.0,1999.0,11338.1,6059.0,13977825
4884,6.0,3.0,2939.0,1148633.0,1963.0,14052.77,6037.0,12702952
4885,4.0,2.5,2275.0,649578.0,2002.0,7970.26,6059.0,14163262
4886,3.0,2.0,1498.0,260828.0,1952.0,3376.94,6037.0,12845873
4887,4.0,4.5,4632.0,1021743.0,1986.0,10649.86,6059.0,14409302
4888,2.0,1.0,798.0,85823.0,1944.0,1391.06,6059.0,14088600
4889,4.0,3.0,2826.0,702000.0,1986.0,7789.68,6111.0,17200739
4890,3.0,2.0,1639.0,573000.0,1995.0,6177.88,6111.0,17143867
